"    ""anlocken""",
"    ""anmalen""",
"    ""Anmerkung""",
"    ""annehmen""",
"    ""Annehmlichkeit""",
"    ""annoncieren""",
"    ""anordnen""",
"    ""Anordnung""",
"    ""anprobieren""",
"    ""Anrecht""",
"    ""Anreiz""",
"    ""Anruf (Telefon)""",
"    ""anrufen""",
"    ""anrufen (Telefon)""",
"    ""anschieben""",
"    ""Anschlagtafel""",
"    ""Anschluss""",
"    ""ansehen (verb)""",
"    ""Ansiedlung""",
"    ""Anspruch""",
"    ""ansteigen""",
"    ""anstellen""",
"    ""Anstellung""",
"    ""Anstoß""",
"    ""Anstrengung""",
"    ""Anstrich""",
"    ""Anteil""",
"    ""antik""",
"    ""Antriebsfeder""",
"    ""Antwort""",
"    ""antworten""",
"    ""anvertrauen""",
"    ""Anweisungen""",
"    ""anwenden""",
"    ""anwesend""",
"    ""Anwesenheit""",
"    ""anziehen""",
"    ""anziehen (Person)""",
"    ""Anzug""",
"    ""anzünden""",
"    ""Apfel""",
"    ""Apotheker""",
"    ""Appetit""",
"    ""applaudieren""",
"    ""Applaus""",
"    ""April""",
"    ""Arbeit""",
"    ""Arbeit (Anstrengung)""",
"    ""arbeiten""",
"    ""Arbeiter(in)""",
"    ""Arbeiterklasse""",
"    ""Arbeitgeber""",
"    ""Arbeitnehmer""",
"    ""arbeitslos""",
"    ""Arbeitslosigkeit""",
"    ""Arbeitstag""",
"    ""Arbeitsvermittlung""",
"    ""ärgerlich""",
"    ""Ärgernis""",
"    ""Argument""",
"    ""Argwohn""",
"    ""Arm""",
"    ""arm""",
"    ""Armbanduhr""",
"    ""Ärmel""",
"    ""Armut""",
"    ""Aroma""",
"    ""Arrest""",
"    ""Art""",
"    ""Art und Weise""",
"    ""Artigkeit""",
"    ""Artikel""",
"    ""artistisch""",
"    ""Arzneimittel""",
"    ""Arzt""",
"    ""aß""",
"    ""Asche""",
"    ""Asien""",
"    ""Assistent""",
"    ""Atem""",
"    ""atmen""",
"    ""Atmen""",
"    ""atmend""",
"    ""attractiv""",
"    ""Attraktion""",
"    ""auch""",
"    ""auch nicht""",
"    ""auf""",
"    ""auf (prep.)""",
"    ""auf beiden Seiten""",
"    ""auf das Wohl der Braut trinken""",
"    ""auf dem Luftweg""",
"    ""auf der Suche""",
"    ""auf die eine oder andere Weise""",
"    ""auf ehrliche Weise""",
"    ""auf eigenartige Weise""",
"    ""auf einen Besuch hereinkommen""",
"    ""auf etwas deuten""",
"    ""auf feine Art""",
"    ""auf Flaschen füllen""",
"    ""auf gierige Weise""",
"    ""auf grausame Weise""",
"    ""auf höfliche Weise""",
"    ""auf leichte Weise""",
"    ""auf mechanische Weise""",
"    ""auf mehr Arbeit begierig""",
"    ""auf meine Kosten""",
"    ""auf natürliche Weise""",
"    ""auf nette Weise""",
"    ""auf Probe""",
"    ""auf schöne Weise""",
"    ""auf schreckliche Art und Weise""",
"    ""auf tapfere Weise""",
"    ""auf Tour gehen""",
"    ""auf trockene Art und Weise""",
"    ""auf und ab rennen""",
"    ""Auf Wiedersehen !""",
"    ""auf wunderbare Art und Weise""",
"    ""auf zarte Weise""",
"    ""Aufbau""",
"    ""aufbrauchen""",
"    ""aufbrechen""",
"    ""Aufenthalt""",
"    ""aufführen""",
"    ""auffüllen""",
"    ""Aufgabe (gestellte)""",
"    ""aufgegangen""",
"    ""aufgehen (Sonne etc)""",
"    ""aufgestanden""",
"    ""aufgewacht""",
"    ""aufgeweckt""",
"    ""aufhalten""",
"    ""aufhäufen""",
"    ""aufheben""",
"    ""aufhören""",
"    ""aufknöpfen""",
"    ""aufleuchten""",
"    ""auflösen""",
"    ""Aufmerksamkeit""",
"    ""aufmuntern""",
"    ""aufpassen (auf)""",
"    ""aufrecht""",
"    ""aufrechterhalten""",
"    ""aufregen""",
"    ""aufregend""",
"    ""Aufregung""",
"    ""aufrichten""",
"    ""aufrichtig""",
"    ""aufrühren""",
"    ""aufs Neue""",
"    ""Aufschrei""",
"    ""aufschreien""",
"    ""Aufstand""",
"    ""aufstehen""",
"    ""aufsteigend""",
"    ""aufstreichen""",
"    ""aufteilen""",
"    ""Auftrag""",
"    ""aufwachen""",
"    ""aufwachsen""",
"    ""aufwärts""",
"    ""aufwecken""",
"    ""aufzeichnen""",
"    ""Aufzug(Br.)""",
"    ""Aufzug(US)""",
"    ""Augapfel""",
"    ""Auge""",
"    ""Augenblick""",
"    ""Augenbraue""",
"    ""August""",
"    ""aus""",
"    ""aus (heraus)""",
"    ""aus dem Gedächtnis""",
"    ""aus Erfahrung lernen""",
"    ""aus Erfahrung sprechen""",
"    ""aus Furcht""",
"    ""aus Furcht daß""",
"    ""aus verschiedenen Gründen""",
"    ""aus zweiter Hand""",
"    ""ausbessern""",
"    ""ausbilden""",
"    ""Ausbildung""",
"    ""ausbreiten""",
"    ""Ausbruch""",
"    ""ausdehnen""",
"    ""Ausdehnung""",
"    ""Ausdruck""",
"    ""ausdrücken""",
"    ""auseinander reißen""",
"    ""Außenbezirke""",
"    ""Außenseite""",
"    ""außer""",
"    ""außer Dienst""",
"    ""außer du tust es selbst""",
"    ""außer ein paar Fehlern""",
"    ""außerdem""",
"    ""äußerer""",
"    ""außergewöhnlich""",
"    ""außerhalb des Gebäudes""",
"    ""äußerst schwierig""",
"    ""äußerster""",
"    ""Äußerung""",
"    ""ausfindig machen""",
"    ""ausfüllen(Br.)""",
"    ""ausfüllen(US)""",
"    ""Ausgabe""",
"    ""Ausgaben""",
"    ""Ausgang""",
"    ""ausgeben""",
"    ""ausgebreitet""",
"    ""ausgegeben""",
"    ""ausgehen""",
"    ""ausgehend""",
"    ""ausgeliehen""",
"    ""ausgeschaltet""",
"    ""ausgezeichnet""",
"    ""aushöhlen""",
"    ""auskommen mit""",
"    ""Auskunft""",
"    ""Ausländer""",
"    ""ausländisch""",
"    ""Auslandspolitik""",
"    ""Auslaß""",
"    ""auslassen""",
"    ""Ausmaß""",
"    ""aufmerksam""",
"    ""Ausnahme""",
"    ""auspacken""",
"    ""Ausruf""",
"    ""ausrutschen""",
"    ""Ausrutscher""",
"    ""ausschalten""",
"    ""Ausschau halten""",
"    ""Ausschuss""",
"    ""ausschweifend""",
"    ""Aussehen""",
"    ""Aussichtspunkt""",
"    ""Aussprache""",
"    ""aussprechen""",
"    ""ausstehend""",
"    ""ausstellen""",
"    ""Aussteller""",
"    ""Ausstellung""",
"    ""Ausstoß""",
"    ""Austausch""",
"    ""Austausch von Gefangenen""",
"    ""austauschen""",
"    ""austeilen""",
"    ""Australien""",
"    ""ausverkaufen""",
"    ""Auswahl""",
"    ""ausweiten""",
"    ""auswendig""",
"    ""ausziehen (Kleid)""",
"    ""Baby""",
"    ""Bach""",
"    ""backen""",
"    ""Bäcker""",
"    ""Bad""",
"    ""baden""",
"    ""Badezimmer""",
"    ""Bahnhof""",
"    ""Bahnsteig""",
"    ""balancieren""",
"    ""bald""",
"    ""bald danach""",
"    ""Ball""",
"    ""Banane""",
"    ""band""",
"    ""Band""",
"    ""Band (Buch)""",
"    ""Bank""",
"    ""Banknote""",
"    ""Bar""",
"    ""bar""",
"    ""Bargeld""",
"    ""Barren""",
"    ""Bart""",
"    ""Basis""",
"    ""bauen""",
"    ""Bauer""",
"    ""Bäuerin""",
"    ""Bauernhof""",
"    ""Baum""",
"    ""Baumspitze""",
"    ""Baumstamm""",
"    ""Baumwolle""",
"    ""baute""",
"    ""baute an""",
"    ""Bauwerk""",
"    ""bdeckend""",
"    ""beabsichtigen""",
"    ""beachten""",
"    ""beachtlich""",
"    ""Beamter""",
"    ""beanspruchen""",
"    ""beantworten""",
"    ""beaufsichtigen""",
"    ""Becken""",
"    ""bedacht""",
"    ""Bedarf""",
"    ""bedauern""",
"    ""Bedauern""",
"    ""bedenken""",
"    ""bedeuten""",
"    ""bedeutend""",
"    ""Bedeutung""",
"    ""bedienen""",
"    ""bedienen Sie sich""",
"    ""Bedienung""",
"    ""Bedingung""",
"    ""Bedingungen (Vertrag)""",
"    ""bedürftig""",
"    ""beeile dich""",
"    ""beeinflussen""",
"    ""beenden""",
"    ""beendet""",
"    ""Beerdigung""",
"    ""Beere""",
"    ""Befehl""",
"    ""befehlen""",
"    ""beflecken""",
"    ""befriedigen""",
"    ""Befriedigung""",
"    ""begann""",
"    ""begegnen""",
"    ""begehren""",
"    ""Begehren""",
"    ""begierig""",
"    ""beginnen""",
"    ""begleiten""",
"    ""begonnen""",
"    ""begraben""",
"    ""Begrenzung""",
"    ""begrüßen""",
"    ""Begrüßung""",
"    ""begünstigen""",
"    ""behalten""",
"    ""Behälter""",
"    ""behandeln""",
"    ""Behandlung""",
"    ""behaupten""",
"    ""Behauptung""",
"    ""beherbergen""",
"    ""beherrschen""",
"    ""behielt""",
"    ""behindern""",
"    ""Behinderung""",
"    ""bei""",
"    ""beide""",
"    ""beifügen""",
"    ""beigefügt""",
"    ""beim ersten Versuch""",
"    ""beim Gottesdienst""",
"    ""Bein""",
"    ""beinahe""",
"    ""beeindrucken""",
"    ""beiseite""",
"    ""beiseite stellen""",
"    ""beißen""",
"    ""beißender Wind""",
"    ""Beispiel""",
"    ""Beitrittsgebühr""",
"    ""bekam""",
"    ""bekannt""",
"    ""bekannt machen""",
"    ""Bekanntmachung""",
"    ""bekleiden""",
"    ""Bekleidung""",
"    ""bekommen""",
"    ""beleidigen""",
"    ""Beleidigung""",
"    ""Beleuchtung""",
"    ""Belgien""",
"    ""beliebt""",
"    ""Beliebtheit""",
"    ""beliefernmit""",
"    ""Belieferung""",
"    ""bellen""",
"    ""belohnen""",
"    ""Belohnung""",
"    ""bemerken""",
"    ""bemerkenswert""",
"    ""Bemerkung""",
"    ""benachbart""",
"    ""Benehmen""",
"    ""Benehmen (das)""",
"    ""beneiden""",
"    ""benennen""",
"    ""Benennung""",
"    ""benötigen""",
"    ""Benzin(Br.)""",
"    ""Benzin(US)""",
"    ""beobachten""",
"    ""Beobachtung""",
"    ""bequem""",
"    ""Bequemlichkeit""",
"    ""beraten""",
"    ""berauben""",
"    ""berechnend""",
"    ""berechnet""",
"    ""Berechnung""",
"    ""bereit""",
"    ""Berg""",
"    ""Berggipfel""",
"    ""Bergmann""",
"    ""Bergwerk""",
"    ""Bericht""",
"    ""berichten""",
"    ""beriet mich gut""",
"    ""Beruf""",
"    ""berufsmäßig""",
"    ""beruhigen""",
"    ""berühmt""",
"    ""berühren""",
"    ""Berührung""",
"    ""besänftigen""",
"    ""beschädigen""",
"    ""beschädigt""",
"    ""Beschaffenheit""",
"    ""beschäftigen""",
"    ""beschäftigt""",
"    ""beschäftigt mit""",
"    ""beschäftigt sein mit""",
"    ""Beschäftigung""",
"    ""beschämt""",
"    ""beschämt wegen etwas""",
"    ""bescheiden""",
"    ""Bescheidenheit""",
"    ""beschließen""",
"    ""beschreiben""",
"    ""Beschreibung""",
"    ""beschützen""",
"    ""Besen""",
"    ""besetzen""",
"    ""Besetzung""",
"    ""Besichtigungen""",
"    ""besiegen""",
"    ""besiegt""",
"    ""Besitz""",
"    ""besitzen""",
"    ""Besitzer""",
"    ""besonderer""",
"    ""besonders""",
"    ""besprechen""",
"    ""besser""",
"    ""bestechen""",
"    ""Bestechung""",
"    ""bestehen (Prüfung)""",
"    ""bestehen auf""",
"    ""bestehen aus""",
"    ""bestehend""",
"    ""bestellen""",
"    ""Bestellung""",
"    ""bester""",
"    ""besteuern""",
"    ""bestrafen""",
"    ""Bestrafung""",
"    ""bestrebt""",
"    ""Besuch""",
"    ""besuch uns""",
"    ""besuchen""",
"    ""besuchen (gehen)""",
"    ""besuchen (kommen)""",
"    ""Besucher""",
"    ""beten""",
"    ""betrachten""",
"    ""beträchtlich""",
"    ""Betrag""",
"    ""betreffen""",
"    ""betreffend""",
"    ""betreten""",
"    ""Betrieb""",
"    ""betrügen""",
"    ""Betrüger""",
"    ""betrunken""",
"    ""Betrunkener""",
"    ""Bett""",
"    ""Bett machen""",
"    ""betteln""",
"    ""Bettler""",
"    ""beunruhigen""",
"    ""Beutel""",
"    ""bevölkern""",
"    ""Bevölkerung""",
"    ""bevorzugen""",
"    ""bewachen""",
"    ""bewaffnete Leute""",
"    ""bewahren""",
"    ""Bewahrung""",
"    ""bewegen""",
"    ""Bewegung""",
"    ""Beweis""",
"    ""beweisen""",
"    ""Bewerbung""",
"    ""bewölkt""",
"    ""bewundern""",
"    ""Bewunderung""",
"    ""bewusst""",
"    ""Bewusstsein""",
"    ""bezaubern""",
"    ""bezeichnen""",
"    ""bezeugen""",
"    ""Beziehung""",
"    ""Bezirk""",
"    ""bezweifeln""",
"    ""Bibel""",
"    ""Bibliothek""",
"    ""Bibliothekar""",
"    ""biegen""",
"    ""Biene""",
"    ""Bier""",
"    ""Bild""",
"    ""bilden""",
"    ""Bildschirm""",
"    ""billig""",
"    ""billigen""",
"    ""bin""",
"    ""Bindeglied""",
"    ""binden""",
"    ""Bindfaden""",
"    ""Birne (Obst)""",
"    ""biß""",
"    ""bis""",
"    ""bis (zu)""",
"    ""bis heute""",
"    ""bis mittags""",
"    ""bis sieben""",
"    ""bist""",
"    ""Bitte""",
"    ""bitte sehr""",
"    ""bitten""",
"    ""bitter""",
"    ""bitterer Geschmack""",
"    ""blass""",
"    ""Blässe""",
"    ""Blatt""",
"    ""Blatt vom Gras""",
"    ""Blätter""",
"    ""blattlos""",
"    ""blau""",
"    ""Blei""",
"    ""bleib sauber""",
"    ""bleiben""",
"    ""Bleistift""",
"    ""Blick""",
"    ""blind""",
"    ""Blinder""",
"    ""blinder Zorn""",
"    ""Blitz""",
"    ""blitzen""",
"    ""Block""",
"    ""blockieren""",
"    ""blond""",
"    ""Blume""",
"    ""Blumenbeet""",
"    ""Blumengarten""",
"    ""Blumenstrauß""",
"    ""Blumentopf""",
"    ""Blumenzwiebel""",
"    ""Bluse""",
"    ""Blut""",
"    ""Blüte""",
"    ""bluten""",
"    ""Blütenpracht""",
"    ""blutete""",
"    ""blutig""",
"    ""blutrot""",
"    ""bodenlos""",
"    ""bog""",
"    ""Bogen""",
"    ""Bogen (Pfeil und Bogen)""",
"    ""Bogen (Violinbogen)""",
"    ""Bohne""",
"    ""Bombe""",
"    ""Boot""",
"    ""borgen""",
"    ""böse""",
"    ""böse Gedanken""",
"    ""böse Taten""",
"    ""Bosheit""",
"    ""Bote""",
"    ""Botschaft""",
"    ""boxen""",
"    ""brach""",
"    ""brachte""",
"    ""Brand""",
"    ""Brandmal""",
"    ""Brandwunde""",
"    ""brannte""",
"    ""braten""",
"    ""Brauch""",
"    ""brauchen""",
"    ""braun""",
"    ""braun gebrannt""",
"    ""bräunen""",
"    ""Braut""",
"    ""Bräutigam""",
"    ""breit""",
"    ""Breite""",
"    ""breitete aus""",
"    ""brennen""",
"    ""brennend""",
"    ""Brett""",
"    ""Brief""",
"    ""Briefkasten""",
"    ""Briefkopf""",
"    ""Briefmarke""",
"    ""Briefmarkensammler""",
"    ""Briefpost""",
"    ""Briefträger""",
"    ""Briefträger(US)""",
"    ""Briefumschlag""",
"    ""Brille""",
"    ""bringen""",
"    ""britisch""",
"    ""Brot""",
"    ""Brötchen""",
"    ""Brotmesser""",
"    ""Brücke""",
"    ""Bruder""",
"    ""Bruderschaft""",
"    ""brüllen""",
"    ""Brunnen""",
"    ""Brust""",
"    ""Brustkorb""",
"    ""Buch""",
"    ""Buchführung""",
"    ""Buchhalter""",
"    ""Buchhandlung""",
"    ""Buchseite""",
"    ""Buchstabe""",
"    ""buchstabieren""",
"    ""buchstabiert""",
"    ""buchstabierte""",
"    ""Bucht""",
"    ""Bügeleisen""",
"    ""bügeln""",
"    ""Bühne""",
"    ""Bündel""",
"    ""Bundesrepublik Deutschland""",
"    ""bunt""",
"    ""bunte Farben""",
"    ""Bürde""",
"    ""Burg""",
"    ""Bürger""",
"    ""bürgerlich""",
"    ""Büro""",
"    ""Büroangestellter""",
"    ""Bursche""",
"    ""Bürste""",
"    ""bürsten""",
"    ""Bus""",
"    ""Busch""",
"    ""buschig""",
"    ""Bushaltestelle""",
"    ""Butter""",
"    ""Butter aufstreichen""",
"    ""Cafe""",
"    ""Camping""",
"    ""Campingplatz""",
"    ""Cent""",
"    ""Chance""",
"    ""Charakter""",
"    ""Chef""",
"    ""chemische Verbindung""",
"    ""China""",
"    ""Chinese""",
"    ""Chinesen""",
"    ""chinesisch""",
"    ""Chirurg""",
"    ""Christ""",
"    ""christlich""",
"    ""Couch""",
"    ""Cousine""",
"    ""Creme""",
"    ""D-Zug""",
"    ""da""",
"    ""da (weil)""",
"    ""Da haben wir's !""",
"    ""da haben wir's !""",
"    ""Dach""",
"    ""dachte""",
"    ""daheim""",
"    ""damals""",
"    ""Dame""",
"    ""Dampf""",
"    ""dampfen""",
"    ""Dampfer""",
"    ""Dampfmaschine""",
"    ""danach""",
"    ""Dänemark""",
"    ""dank""",
"    ""dankbar""",
"    ""danke !""",
"    ""danke für die Mühe !""",
"    ""danke schön""",
"    ""Danksagung""",
"    ""dann""",
"    ""darauf""",
"    ""darf""",
"    ""darf nicht""",
"    ""darfst""",
"    ""darfst nicht""",
"    ""Darlehen""",
"    ""darstellen""",
"    ""darunter""",
"    ""dass""",
"    ""das""",
"    ""das Boot umkippen""",
"    ""das Essen ist fertig""",
"    ""das Gas abdrehen""",
"    ""das Gas aufdrehen""",
"    ""das Gehalt""",
"    ""das genügt""",
"    ""das Geschäft ist sehr flau""",
"    ""das Geschirr spülen""",
"    ""das Licht erlosch""",
"    ""das Milchkännchen umkippen""",
"    ""das Wasser gefriert""",
"    ""das Wasser kocht""",
"    ""das Wetter hat sich geändert""",
"    ""das wird dich aufmuntern""",
"    ""Dasein""",
"    ""dasselbe""",
"    ""datieren""",
"    ""Datum""",
"    ""dauerhaft""",
"    ""dauern""",
"    ""dauernd""",
"    ""Dauerwelle""",
"    ""Daumen""",
"    ""dazu noch""",
"    ""Decke""",
"    ""Deckel""",
"    ""dehnen""",
"    ""dein""",
"    ""deklarieren""",
"    ""Deklarierung""",
"    ""Delikatesse""",
"    ""dementsprechend""",
"    ""den Anschein haben""",
"    ""den ganzen Tag""",
"    ""den Gezeiten unterworfen""",
"    ""den Haushalt führen""",
"    ""den Hügel hinauf""",
"    ""den Knopf drücken""",
"    ""den Raum betreten""",
"    ""den Wert schätzen""",
"    ""den Zug erreichen""",
"    ""denken""",
"    ""Denker""",
"    ""Denkmal""",
"    ""der""",
"    ""der Arzt wird dich gesund machen""",
"    ""der Erbe""",
"    ""der Fall eines Apfels""",
"    ""der falsche Tag""",
"    ""der ganze Betrag""",
"    ""der gleiche""",
"    ""der heutige Tag war schön""",
"    ""der Mann den ich sah""",
"    ""der richtige Ort""",
"    ""der Rock einer Frau""",
"    ""der Schlüssel zu seinem Erfolg""",
"    ""der See""",
"    ""der Versuch ging daneben""",
"    ""der wahre Wert""",
"    ""der Zug ist noch nicht fällig""",
"    ""der Zug nach London""",
"    ""derb""",
"    ""Derbheit""",
"    ""deren""",
"    ""deshalb""",
"    ""dessen""",
"    ""detailliert""",
"    ""deutsch""",
"    ""Deutsche Demokratische Republik""",
"    ""Deutscher""",
"    ""Deutschland""",
"    ""Dezember""",
"    ""Dia(positiv)""",
"    ""Diamant""",
"    ""dich""",
"    ""dich selbst""",
"    ""Dichter""",
"    ""Dichtkunst""",
"    ""dick""",
"    ""dick machen""",
"    ""Dicke (Stärke)""",
"    ""die""",
"    ""die Antwort auf eine Frage""",
"    ""die bisher seltsamste Sache""",
"    ""die Blätter zusammenrechen""",
"    ""die britischen Inseln""",
"    ""die Engländer""",
"    ""die englische Sprache""",
"    ""die falsche Nummer""",
"    ""die Farbe verblaßte""",
"    ""die ganze Nacht""",
"    ""die Gegenwart""",
"    ""die genaue Zeit""",
"    ""die Geschichte amüsierte mich""",
"    ""die gleiche""",
"    ""die Haupereignisse des Jahres""",
"    ""die Heilkunst""",
"    ""die Leute dieser Stadt""",
"    ""die menschliche Rasse""",
"    ""die Musik wurde lauter und schwächer""",
"    ""die richtige Zeit""",
"    ""die Schuld geben""",
"    ""die See""",
"    ""die Spur verfolgen""",
"    ""die Straße endete in einem Feld""",
"    ""die Straße entlang""",
"    ""die Tageszeitungen""",
"    ""die Treppe herunter""",
"    ""die Treppe hinauf""",
"    ""die Wahrheit sagen""",
"    ""die wesentlichen Punkte des Problems""",
"    ""die Zeit drängt""",
"    ""Dieb""",
"    ""Diebe""",
"    ""dienen""",
"    ""Diener""",
"    ""Dienst""",
"    ""Dienstag""",
"    ""Dienststunden""",
"    ""dies wird die Schmerzen lindern""",
"    ""diese Arbeit ist leicht""",
"    ""diese hier (pl.)""",
"    ""dieser hier""",
"    ""Diktat""",
"    ""Diktator""",
"    ""diktieren""",
"    ""Ding""",
"    ""dir""",
"    ""direkt""",
"    ""Direktor""",
"    ""Diskussion""",
"    ""diskutieren""",
"    ""Disziplin""",
"    ""dividieren durch""",
"    ""Division""",
"    ""Doktor""",
"    ""Dokument""",
"    ""Dollar""",
"    ""Dolmetscher""",
"    ""Donner""",
"    ""donnern""",
"    ""Donnerstag""",
"    ""doppelt""",
"    ""doppelte Verglasung""",
"    ""Doppeltüren""",
"    ""dort""",
"    ""dorthin""",
"    ""Dose""",
"    ""Draht""",
"    ""drängeln""",
"    ""drängen""",
"    ""draußen im Freien""",
"    ""Dreck""",
"    ""drehen""",
"    ""Drehung""",
"    ""drei""",
"    ""dreimal""",
"    ""dreißig""",
"    ""dreißigste""",
"    ""dreiundzwanzigste""",
"    ""dreizehn""",
"    ""dreizehnte""",
"    ""dringend""",
"    ""dringend (adv.)""",
"    ""drinnen""",
"    ""dritte""",
"    ""droben""",
"    ""droben auf dem Hügel""",
"    ""Drogen""",
"    ""drohen""",
"    ""Drohung""",
"    ""Druck""",
"    ""drücken""",
"    ""drucken""",
"    ""Drucker""",
"    ""Drucksachen""",
"    ""du""",
"    ""Du meine Güte""",
"    ""dulden""",
"    ""dumm""",
"    ""Dummheit""",
"    ""dunkel""",
"    ""dunkel werden""",
"    ""dunkelgrau""",
"    ""Dunkelheit""",
"    ""dünn""",
"    ""Dunst""",
"    ""durch""",
"    ""durch Experimente""",
"    ""durch und durch""",
"    ""durcheinander bringen""",
"    ""durchführbar""",
"    ""durchführen""",
"    ""Durchgang""",
"    ""Durchschnitt""",
"    ""Durchschnittspreis""",
"    ""durchsehen""",
"    ""dürfen""",
"    ""dürfen nicht""",
"    ""dürft""",
"    ""dürft nicht""",
"    ""Durst""",
"    ""durstig""",
"    ""Dusche""",
"    ""Düsenflugzeug""",
"    ""Dutzend""",
"    ""Ebbe""",
"    ""eben""",
"    ""Ebene""",
"    ""Ebene (Flachland)""",
"    ""ebenen""",
"    ""ebenso""",
"    ""ebnen""",
"    ""echt""",
"    ""Ecke""",
"    ""edel""",
"    ""Edelmann""",
"    ""Edelmut""",
"    ""edle Tat""",
"    ""edle Taten""",
"    ""Ehe""",
"    ""Ehefrau""",
"    ""Ehefrauen""",
"    ""ehemaliger""",
"    ""Ehepaar""",
"    ""eher""",
"    ""Ehre""",
"    ""ehren""",
"    ""Ehrenwort""",
"    ""ehrlich""",
"    ""Ei""",
"    ""Eiche""",
"    ""eiferssüchtig""",
"    ""Eifersucht""",
"    ""eifrig""",
"    ""Eigenart""",
"    ""eigenartig""",
"    ""Eigenschaft""",
"    ""Eigentum""",
"    ""Eigentumsrecht""",
"    ""Eile""",
"    ""eilen""",
"    ""eilig""",
"    ""eilte""",
"    ""Eimer""",
"    ""ein""",
"    ""ein afrikanischer Stamm""",
"    ""ein anderer Mann""",
"    ""ein angenehmer Abend""",
"    ""ein Apfel""",
"    ""ein Bad nehmen""",
"    ""ein bekannter Artikel""",
"    ""ein bequemes Leben""",
"    ""ein Bild aufhängen""",
